,DAILY_STRESS,FLOW,DAILY_SHOUTING,WEEKLY_MEDITATION,AGE,GENDER,WEIGHTED_SCORE
12278,5,1,5,5,21 to 35,Female,47
12279,5,7,8,6,Less than 20,Female,69
12280,5,8,10,7,Less than 20,Female,63
12281,4,4,2,10,36 to 50,Male,94
12282,4,2,4,1,51 or more,Female,57
12283,3,1,1,10,36 to 50,Female,80
12284,5,0,10,1,36 to 50,Female,1
12285,2,3,4,5,51 or more,Female,68
12286,1,6,6,7,51 or more,Male,77
12287,0,8,0,10,51 or more,Female,136
12288,4,7,3,10,21 to 35,Male,108
12289,3,2,2,4,51 or more,Female,74
12290,3,7,8,4,21 to 35,Female,67
12291,2,0,2,10,36 to 50,Male,66
12292,1,1,0,7,51 or more,Female,84
12293,4,0,5,7,51 or more,Male,42
12294,3,1,5,9,36 to 50,Male,51
12295,3,5,2,5,51 or more,Male,96
12296,5,2,2,0,21 to 35,Male,70
12297,3,3,3,10,21 to 35,Female,80
12298,1,3,1,8,51 or more,Male,92
12299,3,1,5,8,36 to 50,Male,50
12300,2,4,3,5,36 to 50,Female,82
12301,5,4,1,3,51 or more,Female,94
12302,4,1,1,7,21 to 35,Male,77
12303,3,1,4,2,36 to 50,Male,51
12304,3,2,3,5,21 to 35,Female,68
12305,3,1,0,4,Less than 20,Female,81
12306,5,0,5,4,21 to 35,Male,39
12307,5,1,2,0,21 to 35,Female,63
12308,3,1,4,7,21 to 35,Female,56
12309,4,2,3,3,21 to 35,Female,66
12310,4,7,7,4,21 to 35,Female,74
12311,0,0,0,10,21 to 35,Female,80
12312,3,5,2,7,21 to 35,Female,98
12313,4,5,2,7,Less than 20,Female,98
12314,3,4,5,6,21 to 35,Female,69
12315,3,1,0,10,Less than 20,Female,87
12316,1,2,1,10,21 to 35,Female,87
12317,5,1,2,2,21 to 35,Female,65
12318,4,4,0,4,Less than 20,Female,102
12319,4,2,7,3,36 to 50,Female,38
12320,4,1,0,3,21 to 35,Female,80
12321,4,3,1,2,Less than 20,Female,86
12322,3,4,4,10,36 to 50,Female,80
12323,1,1,2,3,21 to 35,Male,66
12324,3,2,5,7,21 to 35,Female,56
12325,1,4,4,9,21 to 35,Male,79
12326,2,1,1,7,21 to 35,Male,77
12327,3,4,1,5,36 to 50,Female,96
12328,2,2,1,8,36 to 50,Male,85
12329,3,3,2,9,51 or more,Female,86
12330,2,0,1,6,21 to 35,Male,69
12331,5,3,1,6,21 to 35,Female,90
12332,3,1,10,5,51 or more,Female,12
12333,3,3,2,6,Less than 20,Female,83
12334,2,1,7,3,Less than 20,Male,31
12335,5,0,3,0,Less than 20,Female,49
12336,5,4,8,3,Less than 20,Female,45
12337,2,2,0,2,Less than 20,Female,86
12338,3,1,7,5,21 to 35,Male,33
12339,2,4,1,10,36 to 50,Male,101
12340,3,6,3,10,51 or more,Female,101
12341,4,2,1,3,51 or more,Male,80
12342,1,4,0,8,51 or more,Male,106
12343,3,6,4,5,36 to 50,Female,89
12344,1,2,2,5,21 to 35,Female,75
12345,3,5,0,5,51 or more,Male,110
12346,4,2,3,5,21 to 35,Female,68
12347,4,2,4,5,21 to 35,Male,61
12348,4,3,7,3,36 to 50,Female,45
12349,3,0,2,7,21 to 35,Female,63
12350,5,5,4,7,21 to 35,Male,84
12351,3,2,1,10,51 or more,Male,87
12352,3,1,4,9,21 to 35,Female,58
12353,4,0,7,10,36 to 50,Female,31
12354,0,8,1,6,36 to 50,Male,125
12355,2,1,7,10,36 to 50,Female,38
12356,2,1,7,3,36 to 50,Female,31
12357,3,2,1,10,36 to 50,Female,87
12358,2,2,2,1,36 to 50,Female,71
12359,1,8,3,5,21 to 35,Male,110
12360,2,1,2,10,36 to 50,Female,73
12361,1,4,2,8,51 or more,Male,92
12362,2,3,1,1,51 or more,Male,85
12363,2,1,3,6,36 to 50,Male,62
12364,3,1,4,10,21 to 35,Male,59
12365,3,0,5,1,21 to 35,Female,36
12366,2,5,1,7,21 to 35,Male,105
12367,2,5,2,0,36 to 50,Female,91
12368,3,1,3,5,51 or more,Male,61
12369,1,7,1,4,51 or more,Female,116
12370,0,2,0,10,51 or more,Male,94
12371,3,1,2,10,36 to 50,Male,73
12372,2,4,2,10,36 to 50,Female,94
12373,3,2,4,10,51 or more,Male,66
12374,1,3,2,7,Less than 20,Male,84
12375,5,3,1,3,51 or more,Female,87
12376,2,2,0,5,51 or more,Female,89
12377,2,2,0,8,51 or more,Male,92
12378,2,7,1,7,36 to 50,Female,119
12379,2,1,2,10,21 to 35,Male,73
12380,3,4,1,10,51 or more,Male,101
12381,1,2,0,2,51 or more,Female,86
12382,5,0,10,0,21 to 35,Male,0
12383,3,6,3,10,Less than 20,Male,101
12384,5,5,4,10,21 to 35,Female,87
12385,3,5,2,3,36 to 50,Female,94
12386,3,7,3,10,36 to 50,Female,108
12387,3,1,8,3,21 to 35,Female,24
12388,3,3,0,10,51 or more,Male,101
12389,5,2,10,10,36 to 50,Female,24
12390,1,3,1,3,51 or more,Female,87
12391,4,2,1,5,21 to 35,Male,82
12392,2,4,1,3,Less than 20,Female,94
12393,4,2,4,9,21 to 35,Female,65
12394,4,2,1,9,Less than 20,Female,86
12395,5,2,3,4,21 to 35,Female,67
12396,5,2,10,1,36 to 50,Female,15
12397,2,1,5,10,36 to 50,Male,52
12398,2,1,4,10,51 or more,Male,59
12399,2,1,9,4,36 to 50,Female,18
12400,0,3,2,10,21 to 35,Female,87
12401,1,2,3,5,51 or more,Male,68
12402,4,1,8,1,36 to 50,Female,22
12403,3,3,2,2,Less than 20,Female,79
12404,4,2,3,10,51 or more,Female,73
12405,3,3,2,10,Less than 20,Female,87
12406,1,5,0,7,21 to 35,Female,112
12407,2,5,0,10,51 or more,Female,115
12408,2,3,0,7,Less than 20,Male,98
12409,3,2,0,5,Less than 20,Female,89
12410,2,4,2,10,21 to 35,Female,94
12411,1,1,2,4,21 to 35,Male,67
12412,4,3,10,10,21 to 35,Male,31
12413,4,2,9,2,21 to 35,Female,23
12414,4,2,9,2,21 to 35,Female,23
12415,2,6,0,7,21 to 35,Female,119
12416,1,7,0,8,21 to 35,Female,127
12417,4,5,2,4,21 to 35,Female,95
12418,3,6,3,7,36 to 50,Female,98
12419,3,2,2,6,51 or more,Female,76
12420,4,3,0,2,51 or more,Female,93
12421,3,0,0,5,21 to 35,Female,75
12422,5,1,10,10,51 or more,Female,17
12423,4,0,10,10,36 to 50,Female,10
12424,2,2,0,3,36 to 50,Female,87
12425,3,6,4,10,51 or more,Female,94
12426,2,8,10,10,36 to 50,Female,66
12427,1,1,3,7,51 or more,Male,63
12428,3,4,7,2,36 to 50,Female,51
12429,5,0,10,0,Less than 20,Male,0
12430,2,2,3,9,Less than 20,Female,72
12431,2,1,8,7,36 to 50,Male,28
12432,4,2,2,5,21 to 35,Female,75
12433,5,0,0,5,Less than 20,Male,75
12434,1,10,0,4,21 to 35,Female,144
12435,3,1,6,10,51 or more,Female,45
12436,5,2,10,10,21 to 35,Male,24
12437,5,4,10,10,21 to 35,Male,38
12438,1,10,1,10,36 to 50,Male,143
12439,3,6,3,7,Less than 20,Female,98
12440,3,0,1,3,21 to 35,Female,66
12441,4,0,0,3,Less than 20,Male,73
12442,3,0,0,3,Less than 20,Male,73
12443,5,2,7,4,Less than 20,Female,39
12444,0,8,0,10,21 to 35,Male,136
12445,1,5,0,5,21 to 35,Female,110
12446,2,3,2,5,21 to 35,Male,82
12447,1,4,3,10,21 to 35,Female,87
12448,3,0,0,7,21 to 35,Female,77
12449,2,3,1,10,51 or more,Female,94
12450,4,1,10,7,51 or more,Male,14
12451,4,0,1,2,51 or more,Male,65
12452,3,2,5,5,21 to 35,Female,54
12453,4,1,2,1,21 to 35,Female,64
12454,2,4,1,5,21 to 35,Female,96
12455,3,3,4,3,21 to 35,Female,66
12456,2,3,5,3,51 or more,Male,59
12457,4,5,6,8,36 to 50,Female,71
12458,4,9,3,6,36 to 50,Female,118
12459,5,5,8,9,21 to 35,Female,58
12460,5,5,10,10,21 to 35,Female,45
12461,5,3,10,10,21 to 35,Female,31
12462,4,0,5,10,21 to 35,Female,45
12463,4,4,2,6,21 to 35,Male,90
12464,3,6,1,4,36 to 50,Female,109
12465,1,2,0,7,21 to 35,Female,91
12466,3,1,1,1,36 to 50,Male,71
12467,4,3,1,7,21 to 35,Male,91
12468,1,1,1,6,Less than 20,Male,76
12469,4,6,0,10,51 or more,Male,122
12470,4,4,0,10,51 or more,Male,108
12471,3,4,1,6,51 or more,Male,97
12472,3,5,0,7,51 or more,Female,112
12473,3,1,2,9,21 to 35,Female,72
12474,1,2,2,5,21 to 35,Male,75
12475,4,1,4,5,36 to 50,Female,54
12476,2,6,4,6,51 or more,Female,90
12477,3,2,10,8,21 to 35,Male,22
12478,2,1,3,8,Less than 20,Female,64
12479,2,1,3,8,Less than 20,Female,64
12480,2,2,1,10,21 to 35,Male,87
12481,0,6,1,10,36 to 50,Male,115
12482,3,2,1,10,21 to 35,Male,87
12483,3,1,3,3,36 to 50,Male,59
12484,3,6,1,10,21 to 35,Female,115
12485,4,1,7,4,21 to 35,Male,32
12486,4,4,0,4,21 to 35,Female,102
12487,3,5,0,1,21 to 35,Male,106
12488,3,4,5,7,36 to 50,Male,70
12489,3,3,0,3,21 to 35,Male,94
12490,4,0,0,0,51 or more,Female,70
12491,4,1,0,10,51 or more,Female,87
12492,4,3,7,9,21 to 35,Female,51
12493,2,1,5,2,21 to 35,Male,44
12494,3,6,10,10,36 to 50,Male,52
12495,0,1,0,6,51 or more,Female,83
12496,1,8,1,10,21 to 35,Female,129
12497,5,4,10,1,36 to 50,Female,29
12498,1,2,1,6,51 or more,Female,83
12499,1,4,1,4,36 to 50,Female,95
12500,2,5,1,5,36 to 50,Male,103
12501,4,0,10,1,51 or more,Female,1
12502,4,3,1,9,51 or more,Male,93
12503,0,3,0,7,21 to 35,Female,98
12504,3,5,6,1,21 to 35,Female,64
12505,3,6,0,7,51 or more,Female,119
12506,2,1,3,6,21 to 35,Female,62
12507,2,3,3,7,21 to 35,Female,77
12508,2,4,1,10,51 or more,Female,101
12509,2,3,1,6,51 or more,Male,90
12510,1,2,2,8,21 to 35,Male,78
12511,4,2,6,4,36 to 50,Female,46
12512,1,2,1,10,51 or more,Female,87
12513,2,4,1,10,51 or more,Female,101
12514,2,4,1,10,51 or more,Female,101
12515,1,9,2,9,Less than 20,Male,128
12516,1,1,3,7,21 to 35,Female,63
12517,5,1,1,5,51 or more,Female,75
12518,3,2,6,10,21 to 35,Female,52
12519,4,5,5,3,36 to 50,Male,73
12520,0,1,1,10,36 to 50,Male,80
12521,2,1,4,5,51 or more,Female,54
12522,3,2,1,7,21 to 35,Female,84
12523,2,4,5,6,21 to 35,Female,69
12524,2,5,3,10,36 to 50,Female,94
12525,2,4,3,4,51 or more,Female,81
12526,2,3,3,10,51 or more,Female,80
12527,4,2,9,2,51 or more,Female,23
12528,1,8,0,4,51 or more,Female,130
12529,3,6,3,2,36 to 50,Female,93
12530,3,6,3,2,36 to 50,Female,93
12531,2,4,5,10,Less than 20,Female,73
12532,4,7,1,1,21 to 35,Female,113
12533,4,5,9,2,36 to 50,Male,44
12534,4,0,1,1,21 to 35,Female,64
12535,3,3,2,3,21 to 35,Female,80
12536,1,7,0,3,51 or more,Female,122
12537,4,6,2,3,36 to 50,Female,101
12538,3,3,2,2,21 to 35,Female,79
12539,3,8,3,1,21 to 35,Female,106
12540,2,2,5,2,36 to 50,Female,51
12541,2,2,5,2,36 to 50,Female,51
12542,2,3,5,7,36 to 50,Female,63
12543,3,5,1,5,21 to 35,Female,103
12544,2,2,2,10,21 to 35,Female,80
12545,1,5,2,5,36 to 50,Female,96
12546,2,2,5,2,21 to 35,Female,51
12547,3,8,4,3,36 to 50,Male,101
12548,1,6,5,7,36 to 50,Male,84
12549,4,1,10,5,21 to 35,Female,12
12550,5,10,10,0,36 to 50,Female,70
12551,1,3,0,5,21 to 35,Female,96
12552,3,3,1,4,51 or more,Female,88
12553,1,1,0,7,36 to 50,Male,84
12554,1,1,1,5,21 to 35,Female,75
12555,5,5,2,4,21 to 35,Female,95
12556,2,9,0,10,21 to 35,Male,143
12557,4,7,1,10,36 to 50,Female,122
12558,1,6,5,8,36 to 50,Female,85
12559,3,4,0,10,51 or more,Female,108
12560,3,7,1,7,51 or more,Female,119
12561,1,2,5,10,51 or more,Male,59
12562,3,3,5,7,51 or more,Female,63
12563,1,4,2,8,51 or more,Female,92
12564,0,0,5,5,36 to 50,Female,40
12565,4,7,2,7,51 or more,Female,112
12566,3,2,4,6,51 or more,Male,62
12567,3,5,7,2,36 to 50,Female,58
12568,3,1,0,10,51 or more,Female,87
12569,2,4,1,7,51 or more,Female,98
12570,1,4,0,7,51 or more,Female,105
12571,3,2,1,10,51 or more,Female,87
12572,3,6,1,10,51 or more,Male,115
12573,2,6,1,8,51 or more,Female,113
12574,5,2,4,10,51 or more,Female,66
12575,0,3,1,7,21 to 35,Female,91
12576,3,4,1,10,51 or more,Female,101
12577,3,3,5,3,21 to 35,Male,59
12578,2,2,8,10,21 to 35,Female,38
12579,5,4,2,10,21 to 35,Female,94
12580,3,5,1,2,21 to 35,Female,100
12581,2,9,1,7,51 or more,Female,133
12582,3,10,4,10,21 to 35,Female,122
12583,5,0,3,10,36 to 50,Female,59
12584,3,1,6,7,36 to 50,Male,42
12585,2,1,0,7,36 to 50,Female,84
12586,4,4,2,4,21 to 35,Female,88
12587,3,9,3,1,21 to 35,Female,113
12588,3,5,3,3,21 to 35,Female,87
12589,3,1,8,10,21 to 35,Female,31
12590,3,1,8,10,21 to 35,Female,31
12591,3,7,0,5,36 to 50,Female,124
12592,4,6,3,3,Less than 20,Male,94
12593,4,3,3,2,Less than 20,Male,72
12594,0,0,6,10,Less than 20,Male,38
12595,5,0,2,7,51 or more,Female,63
12596,3,7,1,7,51 or more,Female,119
12597,0,3,0,10,51 or more,Male,101
12598,4,1,0,6,21 to 35,Male,83
12599,2,4,2,4,21 to 35,Female,88
12600,5,0,5,0,21 to 35,Female,35
12601,2,8,2,3,36 to 50,Female,115
12602,4,2,5,7,21 to 35,Female,56
12603,0,3,0,10,36 to 50,Female,101
12604,4,5,1,8,21 to 35,Female,106
12605,5,1,1,7,51 or more,Female,77
12606,4,1,5,5,21 to 35,Female,47
12607,2,7,3,8,21 to 35,Female,106
12608,3,5,2,7,21 to 35,Female,98
12609,3,5,2,5,21 to 35,Female,96
12610,3,5,2,5,21 to 35,Female,96
12611,2,4,0,5,36 to 50,Female,103
12612,3,6,5,9,36 to 50,Male,86
12613,4,10,7,3,36 to 50,Female,94
12614,4,4,3,4,36 to 50,Female,81
12615,5,2,1,3,21 to 35,Male,80
12616,2,5,0,8,36 to 50,Female,113
12617,1,3,3,10,36 to 50,Female,80
12618,3,3,6,5,21 to 35,Female,54
12619,3,4,1,7,36 to 50,Female,98
12620,2,6,2,10,21 to 35,Male,108
12621,2,1,2,4,21 to 35,Female,67
12622,5,3,1,2,21 to 35,Female,86
12623,2,1,0,10,51 or more,Female,87
12624,4,1,5,4,21 to 35,Female,46
12625,3,5,7,7,21 to 35,Male,63
12626,2,4,9,10,21 to 35,Male,45
12627,3,2,4,6,51 or more,Female,62
12628,4,6,3,7,36 to 50,Female,98
12629,3,6,0,0,21 to 35,Female,112
12630,4,10,10,10,21 to 35,Female,80
12631,4,5,0,0,21 to 35,Female,105
12632,1,2,2,6,36 to 50,Female,76
12633,3,4,7,10,21 to 35,Female,59
12634,3,0,1,3,36 to 50,Male,66
12635,2,3,2,3,21 to 35,Female,80
12636,1,1,2,3,21 to 35,Female,66
12637,2,1,4,7,36 to 50,Male,56
12638,2,8,4,5,21 to 35,Female,103
12639,3,7,4,10,21 to 35,Female,101
12640,4,1,2,5,21 to 35,Female,68
12641,3,8,5,8,36 to 50,Male,99
12642,2,7,5,7,21 to 35,Female,91
12643,3,5,4,3,21 to 35,Female,80
12644,5,4,4,0,21 to 35,Female,70
12645,2,2,0,5,21 to 35,Female,89
12646,3,4,10,5,21 to 35,Male,33
12647,3,2,7,3,21 to 35,Male,38
12648,3,3,1,10,36 to 50,Female,94
12649,1,1,0,5,21 to 35,Female,82
12650,3,5,4,7,21 to 35,Female,84
12651,4,6,3,10,21 to 35,Female,101
12652,3,7,1,6,21 to 35,Female,118
12653,1,10,2,10,36 to 50,Female,136
12654,1,1,2,3,36 to 50,Female,66
12655,5,3,1,4,Less than 20,Male,88
12656,4,2,6,3,Less than 20,Female,45
12657,2,3,2,5,51 or more,Female,82
12658,3,6,0,7,51 or more,Female,119
12659,1,4,2,3,36 to 50,Female,87
12660,4,7,1,10,21 to 35,Female,122
12661,2,7,3,10,21 to 35,Male,108
12662,2,8,0,10,21 to 35,Female,136
12663,3,8,4,4,21 to 35,Male,102
12664,3,4,0,5,21 to 35,Female,103
12665,3,3,2,6,21 to 35,Male,83
12666,5,9,0,5,21 to 35,Female,138
12667,4,2,2,5,21 to 35,Female,75
12668,3,3,3,2,36 to 50,Female,72
12669,3,7,1,9,21 to 35,Male,121
12670,4,1,10,10,21 to 35,Male,17
12671,1,2,2,2,21 to 35,Female,72
12672,3,5,1,3,21 to 35,Female,101
12673,2,2,1,7,21 to 35,Female,84
12674,4,8,3,5,21 to 35,Male,110
12675,2,5,0,5,21 to 35,Male,110
12676,3,4,1,9,21 to 35,Female,100
12677,1,2,2,3,21 to 35,Female,73
12678,1,2,2,2,21 to 35,Female,72
12679,5,0,7,8,36 to 50,Female,29
12680,3,6,8,1,21 to 35,Female,57
12681,3,4,8,1,21 to 35,Female,43
12682,2,2,0,4,21 to 35,Male,88
12683,2,2,1,4,21 to 35,Male,81
12684,2,7,2,5,21 to 35,Female,110
12685,1,2,0,7,21 to 35,Male,91
12686,4,1,10,7,21 to 35,Female,14
12687,3,1,1,6,21 to 35,Female,76
12688,5,0,1,1,21 to 35,Female,64
12689,5,4,1,1,21 to 35,Female,92
12690,2,1,2,1,21 to 35,Female,64
12691,2,2,1,3,21 to 35,Male,80
12692,2,6,2,10,21 to 35,Female,108
12693,3,10,3,10,21 to 35,Male,129
12694,3,6,2,6,36 to 50,Female,104
12695,3,5,1,4,21 to 35,Female,102
12696,0,2,5,5,36 to 50,Male,54
12697,5,1,4,3,21 to 35,Female,52
12698,3,2,1,10,21 to 35,Male,87
12699,3,4,4,2,21 to 35,Female,72
12700,2,5,1,10,21 to 35,Male,108
12701,4,0,0,2,21 to 35,Male,72
12702,2,9,2,8,21 to 35,Female,127
12703,5,3,7,10,21 to 35,Female,52
12704,5,3,1,1,21 to 35,Female,85
12705,2,4,0,5,21 to 35,Female,103
12706,3,8,1,4,21 to 35,Female,123
12707,3,4,7,4,21 to 35,Female,53
12708,1,1,2,7,21 to 35,Female,70
12709,3,5,3,5,21 to 35,Female,89
12710,1,3,1,7,21 to 35,Male,91
12711,3,8,1,7,21 to 35,Female,126
12712,2,8,1,6,21 to 35,Female,125
12713,2,3,1,8,21 to 35,Male,92
12714,3,9,1,7,21 to 35,Female,133
12715,5,5,1,3,21 to 35,Female,101
12716,5,2,1,2,21 to 35,Female,79
12717,1,6,1,10,36 to 50,Female,115
12718,3,6,1,5,21 to 35,Female,110
12719,1,2,1,5,21 to 35,Male,82
12720,3,0,10,3,21 to 35,Female,3
12721,3,6,0,5,21 to 35,Female,117
12722,3,4,3,5,21 to 35,Female,82
12723,3,6,1,4,21 to 35,Female,109
12724,2,8,1,3,21 to 35,Female,122
12725,3,1,3,3,51 or more,Female,59
12726,4,3,4,4,21 to 35,Female,67
12727,4,4,4,4,21 to 35,Female,74
12728,4,4,1,5,21 to 35,Female,96
12729,3,2,1,7,21 to 35,Female,84
12730,2,7,1,6,21 to 35,Female,118
12731,5,4,8,2,21 to 35,Female,44
12732,4,2,2,4,36 to 50,Male,74
12733,3,2,1,7,21 to 35,Female,84
12734,3,2,1,7,21 to 35,Male,84
12735,2,3,1,10,51 or more,Female,94
12736,2,2,1,4,21 to 35,Female,81
12737,5,2,0,10,36 to 50,Male,94
12738,1,6,5,5,36 to 50,Male,82
12739,2,4,1,10,21 to 35,Male,101
12740,4,4,10,5,21 to 35,Female,33
12741,4,6,5,5,36 to 50,Female,82
12742,4,2,7,2,36 to 50,Female,37
12743,1,1,1,10,51 or more,Female,80
12744,2,2,1,6,21 to 35,Female,83
12745,1,2,4,10,36 to 50,Female,66
12746,5,6,3,5,21 to 35,Female,96
12747,4,6,3,5,21 to 35,Female,96
12748,4,6,3,5,21 to 35,Female,96
12749,3,2,2,10,36 to 50,Female,80
12750,5,0,7,7,36 to 50,Female,28
12751,4,4,1,7,21 to 35,Female,98
12752,3,0,0,2,36 to 50,Female,72
12753,4,3,2,5,36 to 50,Female,82
12754,3,3,1,10,21 to 35,Female,94
12755,2,3,1,10,51 or more,Female,94
12756,1,4,1,7,51 or more,Female,98
12757,5,2,7,2,36 to 50,Female,37
12758,5,2,7,2,36 to 50,Female,37
12759,1,2,10,2,36 to 50,Male,16
12760,2,7,2,6,21 to 35,Female,111
12761,5,1,0,4,51 or more,Male,81
12762,3,3,1,5,Less than 20,Female,89
12763,5,4,7,5,36 to 50,Female,54
12764,2,4,1,2,36 to 50,Female,93
12765,4,2,3,3,51 or more,Female,66
12766,4,5,8,4,36 to 50,Female,53
12767,2,4,3,10,51 or more,Male,87
12768,1,7,0,4,51 or more,Male,123
12769,2,1,8,10,36 to 50,Male,31
12770,3,1,6,10,21 to 35,Female,45
12771,3,3,7,4,36 to 50,Female,46
12772,0,4,2,10,36 to 50,Female,94
12773,4,1,6,5,Less than 20,Female,40
12774,5,0,2,8,51 or more,Female,64
12775,3,2,2,5,36 to 50,Male,75
12776,5,5,5,10,51 or more,Female,80
12777,4,1,1,7,36 to 50,Male,77
12778,3,2,2,10,21 to 35,Male,80
12779,3,1,6,10,51 or more,Male,45
12780,4,3,0,10,36 to 50,Female,101
12781,3,0,1,1,21 to 35,Female,64
12782,5,4,4,3,36 to 50,Female,73
12783,4,5,4,6,36 to 50,Female,83
12784,3,3,4,7,21 to 35,Female,70
12785,2,2,6,5,21 to 35,Female,47
12786,0,10,10,8,21 to 35,Female,78
12787,3,3,3,10,36 to 50,Male,80
12788,5,0,1,2,51 or more,Male,65
12789,3,3,0,6,36 to 50,Female,97
12790,5,1,2,6,36 to 50,Male,69
12791,5,2,1,6,51 or more,Male,83
12792,3,6,8,7,36 to 50,Female,63
12793,3,2,1,6,21 to 35,Female,83
12794,4,0,10,5,21 to 35,Female,5
12795,2,0,0,7,51 or more,Female,77
12796,3,3,10,5,36 to 50,Male,26
12797,1,1,1,10,51 or more,Male,80
12798,1,1,1,10,51 or more,Male,80
12799,1,3,3,5,Less than 20,Female,75
12800,4,3,0,10,21 to 35,Female,101
12801,4,2,2,7,21 to 35,Female,77
12802,3,2,3,3,21 to 35,Female,66
12803,2,4,4,9,36 to 50,Female,79
12804,4,1,4,8,36 to 50,Female,57
12805,1,4,3,1,51 or more,Male,78
12806,3,3,2,4,36 to 50,Male,81
12807,1,5,0,6,51 or more,Female,111
12808,5,0,7,7,21 to 35,Female,28
12809,1,6,5,5,21 to 35,Male,82
12810,1,3,0,10,36 to 50,Female,101
12811,3,2,3,5,36 to 50,Female,68
12812,3,2,2,10,36 to 50,Female,80
12813,2,4,1,5,21 to 35,Male,96
12814,3,6,3,10,21 to 35,Female,101
12815,5,5,5,10,51 or more,Male,80
12816,0,4,0,6,21 to 35,Male,104
12817,2,3,1,3,36 to 50,Female,87
12818,4,2,4,7,36 to 50,Female,63
12819,2,4,3,9,Less than 20,Female,86
12820,4,3,0,5,21 to 35,Male,96
12821,3,2,4,1,36 to 50,Female,57
12822,5,4,7,0,36 to 50,Female,49
12823,2,5,6,7,21 to 35,Female,70
12824,3,1,4,3,21 to 35,Female,52
12825,2,5,10,7,36 to 50,Male,42
12826,4,0,3,2,21 to 35,Male,51
12827,1,2,1,7,51 or more,Male,84
12828,3,2,0,5,51 or more,Male,89
12829,3,1,0,5,51 or more,Male,82
12830,3,5,2,3,21 to 35,Female,94
12831,2,4,0,6,21 to 35,Male,104
12832,2,6,0,5,21 to 35,Male,117
12833,5,10,10,0,Less than 20,Female,70
12834,1,1,1,7,51 or more,Female,77
12835,5,1,4,3,21 to 35,Female,52
12836,1,8,2,10,51 or more,Female,122
12837,3,2,6,4,21 to 35,Male,46
12838,5,5,7,2,36 to 50,Male,58
12839,5,1,4,3,21 to 35,Female,52
12840,2,0,1,0,21 to 35,Male,63
12841,4,1,2,10,36 to 50,Female,73
12842,3,5,1,2,36 to 50,Female,100
12843,2,5,0,9,Less than 20,Female,114
12844,3,10,4,5,36 to 50,Female,117
12845,3,3,1,10,21 to 35,Female,94
12846,2,1,2,5,21 to 35,Male,68
12847,2,3,7,7,36 to 50,Female,49
12848,5,1,7,7,36 to 50,Female,35
12849,4,4,2,3,36 to 50,Female,87
12850,0,4,1,7,21 to 35,Female,98
12851,1,4,2,9,36 to 50,Female,93
12852,2,1,3,5,36 to 50,Female,61
12853,4,4,3,0,21 to 35,Female,77
12854,3,5,2,7,21 to 35,Female,98
12855,4,2,7,10,51 or more,Female,45
12856,5,4,2,10,36 to 50,Female,94
12857,2,7,5,10,36 to 50,Male,94
12858,0,2,4,5,36 to 50,Male,61
12859,4,0,5,2,36 to 50,Female,37
12860,3,5,0,5,51 or more,Female,110
12861,3,4,2,5,51 or more,Male,89
12862,3,3,1,2,21 to 35,Male,86
12863,3,1,10,2,36 to 50,Female,9
12864,4,3,0,3,51 or more,Female,94
12865,2,2,1,4,51 or more,Female,81
12866,4,4,1,2,36 to 50,Female,93
12867,4,4,1,5,21 to 35,Male,96
12868,4,2,1,3,21 to 35,Female,80
12869,1,4,0,10,51 or more,Female,108
12870,5,10,0,4,36 to 50,Female,144
12871,4,8,0,9,21 to 35,Male,135
12872,5,3,1,2,21 to 35,Female,86
12873,4,0,5,7,36 to 50,Female,42
12874,3,3,3,3,51 or more,Female,73
12875,5,3,5,5,Less than 20,Female,61
12876,1,2,6,8,36 to 50,Male,50
12877,5,5,1,7,Less than 20,Female,105
12878,3,6,5,2,Less than 20,Female,79
12879,3,3,4,4,Less than 20,Female,67
12880,4,7,1,7,Less than 20,Female,119
12881,2,7,5,10,Less than 20,Male,94
12882,3,8,4,3,Less than 20,Female,101
12883,3,5,4,6,21 to 35,Male,83
12884,1,8,2,7,21 to 35,Male,119
12885,4,2,10,4,Less than 20,Male,18
12886,1,4,10,8,Less than 20,Male,36
12887,3,4,3,5,Less than 20,Male,82
12888,3,5,4,7,36 to 50,Male,84
12889,3,4,1,8,Less than 20,Male,99
12890,3,2,1,6,Less than 20,Female,83
12891,3,5,3,2,Less than 20,Male,86
12892,1,4,1,10,Less than 20,Female,101
12893,4,5,7,5,Less than 20,Female,61
12894,5,1,7,0,Less than 20,Female,28
12895,4,1,1,2,Less than 20,Female,72
12896,5,4,1,1,Less than 20,Female,92
12897,3,3,0,5,Less than 20,Male,96
12898,5,0,0,0,Less than 20,Female,70
12899,3,0,0,1,Less than 20,Female,71
12900,5,4,3,7,Less than 20,Female,84
12901,5,1,1,3,21 to 35,Female,73
12902,0,1,1,10,36 to 50,Male,80
12903,2,2,1,3,36 to 50,Female,80
12904,3,2,3,7,21 to 35,Male,70
12905,3,6,1,2,Less than 20,Male,107
12906,4,2,3,4,Less than 20,Female,67
12907,2,0,1,5,Less than 20,Female,68
12908,5,1,6,3,Less than 20,Female,38
12909,2,2,0,5,Less than 20,Female,89
12910,4,6,3,3,Less than 20,Male,94
12911,3,2,3,10,Less than 20,Female,73
12912,5,1,4,7,Less than 20,Female,56
12913,4,1,3,5,Less than 20,Female,61
12914,3,2,4,6,Less than 20,Female,62
12915,1,4,2,10,Less than 20,Male,94
12916,1,0,1,10,Less than 20,Male,73
